AGGREGATION_NAME,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,FEMALE,FORMERLY LIMITED ENGLISH PROFICIENT,GENERAL EDUCATION STUDENTS,HISPANIC,LIMITED ENGLISH PROFICIENT,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT LIMITED ENGLISH PROFICIENT,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_CODE,COUNTY_CODE,COUNTY_NAME,YEAR,HOMELESS,IN FOSTER CARE,NOT HOMELESS,NOT IN FOSTER CARE,PARENT NOT IN ARMED FORCES,PARENT IN ARMED FORCES
STAMFORD CENTRAL SCHOOL,0.0,0.0,0.0,37.19,60.33,,19.01,0.0,0.0,39.67,0.0,0.0,62.81,0.0,0.0,4.13,23.14,92.56,121701040001,12,DELAWARE,2017,,,,,,
STARPOINT HIGH SCHOOL,0.0,0.0,1.94,14.91,46.18,,90.55,0.0,0.0,53.82,0.0,0.0,85.09,0.0,0.0,9.45,93.82,96.12,401001060001,40,NIAGARA,2017,,,,,,
STATEN ISLAND TECH HIGH SCHOOL,0.0,40.33,0.0,31.5,40.81,,0.0,4.77,0.0,59.19,0.0,0.0,68.5,0.0,0.0,0.0,51.79,99.76,353100011605,35,RICHMOND,2017,,,,,,
STEPHEN T MATHER BLDG ARTS-CRAFTSMAN,0.0,0.0,22.67,81.33,30.67,,65.33,53.33,0.0,69.33,0.0,0.0,18.67,0.0,0.0,34.67,14.67,82.67,310200011139,31,NEW YORK,2017,,,,,,
STILLWATER MIDDLE SCHOOL HIGH SCHOOL,0.0,0.0,0.0,16.81,51.57,,50.14,0.0,0.0,48.43,0.0,0.0,83.19,0.0,0.0,4.27,39.89,93.73,522001040003,52,SARATOGA,2017,,,,,,
STISSING MOUNTAIN HIGH SCHOOL,0.0,0.0,0.0,30.88,56.25,,83.46,0.0,0.0,43.75,0.0,0.0,69.12,0.0,0.0,16.54,86.4,87.87,131301040002,13,DUTCHESS,2017,,,,,,
STOCKBRIDGE VALLEY CENTRAL SCHOOL,0.0,0.0,0.0,44.74,44.74,,43.42,0.0,0.0,55.26,0.0,0.0,55.26,0.0,0.0,7.89,0.0,96.71,251501040001,25,MADISON,2017,,,,,,
STUYVESANT HIGH SCHOOL,0.0,73.1,0.73,42.81,40.64,,99.33,2.33,0.0,59.36,0.0,1.96,57.19,0.0,0.0,0.67,21.18,98.41,310200011475,31,NEW YORK,2017,,,,,,
SUFFERN SENIOR HIGH SCHOOL,0.79,7.42,6.24,19.89,51.41,,87.98,13.92,1.12,48.59,0.0,0.79,80.11,74.46,0.0,12.02,69.8,95.93,500401060009,50,ROCKLAND,2017,,,,,,
SULLIVAN WEST HIGH SCHOOL,0.0,0.0,1.74,32.56,41.57,,52.03,2.03,0.0,58.43,0.0,0.0,67.44,0.0,0.0,4.36,86.34,93.9,591502040004,59,SULLIVAN,2017,,,,,,
SUMMIT ACADEMY CHARTER SCHOOL,0.0,0.0,61.65,73.68,53.38,,30.08,16.54,0.0,46.62,0.0,0.0,26.32,0.0,0.0,5.26,0.0,81.2,331500860953,33,KINGS,2017,,,,,,
SUNSET PARK HIGH SCHOOL,0.0,6.43,8.6,73.33,47.09,,78.97,77.58,9.73,52.91,0.0,0.0,26.67,90.27,0.0,21.03,5.82,76.46,331500011667,33,KINGS,2017,,,,,,
SUSAN E WAGNER HIGH SCHOOL,0.0,14.02,8.2,53.5,48.27,,81.23,26.53,0.71,51.73,0.0,0.0,46.5,99.29,0.0,18.77,47.95,85.9,353100011460,35,RICHMOND,2017,,,,,,
SUSQUEHANNA VALLEY SENIOR HIGH SCH,0.0,0.0,1.86,35.75,49.53,,86.03,0.0,0.0,50.47,0.0,0.93,64.25,0.0,0.0,13.97,92.36,90.13,30601060006,3,BROOME,2017,,,,,,
SWEET HOME SENIOR HIGH SCHOOL,0.0,4.19,20.97,41.11,50.23,,91.52,1.91,2.73,49.77,0.0,0.0,58.89,72.38,0.0,8.48,67.37,92.53,140207060006,14,ERIE,2017,,,,,,
SYOSSET SENIOR HIGH SCHOOL,0.0,29.85,0.0,7.85,48.05,,89.42,2.41,0.23,51.95,0.0,0.0,92.15,24.28,0.0,10.58,66.53,99.07,280502060014,28,NASSAU,2017,,,,,,
SYRACUSE ACAD-SCI CHARTER SCH,0.0,0.0,56.02,59.72,55.09,,0.0,3.7,0.0,44.91,0.0,4.63,40.28,0.0,0.0,0.0,17.13,96.3,421800860854,42,ONONDAGA,2017,,,,,,
TACONIC HILLS JUNIOR/SENIOR HIGH,0.0,0.0,0.0,50.34,53.56,,80.23,3.22,0.0,46.44,0.0,0.0,49.66,0.0,0.0,19.77,88.97,83.91,100501040003,10,COLUMBIA,2017,,,,,,
TALENT UNLIMITED HIGH SCHOOL,0.0,0.0,35.93,51.52,81.17,,75.11,39.61,0.0,18.83,0.0,0.0,48.48,0.0,0.0,6.71,12.99,98.05,310200011519,31,NEW YORK,2017,,,,,,
TAMARAC MIDDLE SCHOOL HIGH SCHOOL,0.0,0.0,0.0,19.12,49.87,,87.6,0.0,0.0,50.13,0.0,0.0,80.88,0.0,0.0,12.4,0.0,91.47,490202040002,49,RENSSELAER,2017,,,,,,
TAPESTRY CHARTER SCHOOL,0.0,0.0,62.5,73.08,55.77,,87.18,2.56,0.0,44.23,0.0,0.0,26.92,0.0,0.0,12.82,21.47,91.03,140600860838,14,ERIE,2017,,,,,,
TAPPAN ZEE HIGH SCHOOL,0.0,7.32,0.0,13.83,49.37,,87.34,11.39,2.17,50.63,0.0,0.0,86.17,71.7,0.0,12.66,76.94,95.75,500301060007,50,ROCKLAND,2017,,,,,,
TEACHERS PREP HIGH SCHOOL,0.0,0.0,80.79,76.49,68.54,,76.49,0.0,0.0,31.46,0.0,0.0,23.51,0.0,0.0,23.51,0.0,68.54,332300011697,33,KINGS,2017,,,,,,
THEATRE ARTS PROD COMPANY SCHOOL,0.0,0.0,0.0,65.37,71.52,,83.5,67.64,0.0,28.48,0.0,0.0,34.63,0.0,0.0,16.5,0.0,79.94,321000010225,32,BRONX,2017,,,,,,
THOMAS A EDISON CAREER-TECH HS,1.14,50.0,21.57,77.29,36.23,,89.46,21.12,0.6,63.77,0.0,0.0,22.71,49.01,0.0,10.54,4.57,90.76,342800011620,34,QUEENS,2017,,,,,,
THOMAS A EDISON HIGH SCHOOL,0.0,0.0,0.0,40.25,51.26,,89.94,0.0,0.0,48.74,0.0,0.0,59.75,0.0,0.0,10.06,69.5,81.45,70902060002,7,CHEMUNG,2017,,,,,,
THOMAS HIGH SCHOOL,0.0,0.62,2.63,12.3,52.67,,88.86,3.63,0.0,47.33,0.0,0.0,87.7,0.0,0.0,11.14,90.02,98.45,261901060015,26,MONROE,2017,,,,,,
THOMAS R PROCTOR HIGH SCHOOL,0.0,17.68,24.86,75.79,51.12,,83.63,12.74,9.38,48.88,0.0,0.0,24.21,90.62,0.0,16.37,40.5,75.98,412300010024,41,ONEIDA,2017,,,,,,
THORNTON HIGH SCHOOL,0.0,0.0,76.19,71.11,53.65,,89.52,18.25,0.0,46.35,0.0,0.0,28.89,0.0,0.0,10.48,0.0,90.95,660900010026,66,WESTCHESTER,2017,,,,,,
THOUSAND ISLANDS HIGH SCHOOL,0.0,0.0,0.0,42.94,50.61,,84.05,0.0,0.0,49.39,0.0,0.0,57.06,0.0,0.0,15.95,44.17,92.64,220701040003,22,JEFFERSON,2017,,,,,,
THURGOOD MARSHALL ACAD FOR LEARNING,0.0,0.0,78.93,69.94,53.65,,78.09,15.73,0.0,46.35,0.0,0.0,30.06,0.0,0.0,21.91,0.0,84.55,310500011670,31,NEW YORK,2017,,,,,,
TICONDEROGA SENIOR HIGH SCHOOL,0.0,0.0,0.0,43.32,45.28,,85.99,0.0,0.0,54.72,0.0,0.0,56.68,0.0,0.0,14.01,0.0,88.27,151501060001,15,ESSEX,2017,,,,,,
TIOGA SENIOR HIGH SCHOOL,0.0,0.0,0.0,49.83,44.55,,88.78,0.0,0.0,55.45,0.0,0.0,50.17,0.0,0.0,11.22,48.84,94.39,600903040001,60,TIOGA,2017,,,,,,
TONAWANDA MIDDLE/HIGH SCHOOL,0.0,0.0,0.0,44.42,49.23,,87.88,0.96,0.0,50.77,0.0,0.0,55.58,0.0,0.0,12.12,93.46,93.08,142500010009,14,ERIE,2017,,,,,,
TOTTENVILLE HIGH SCHOOL,0.0,4.84,1.95,27.68,46.83,,84.04,11.32,0.5,53.17,0.0,0.0,72.32,75.04,0.0,15.96,80.77,89.7,353100011455,35,RICHMOND,2017,,,,,,
TOWN OF WEBB SCHOOL,0.0,0.0,0.0,40.95,59.05,,30.48,0.0,0.0,40.95,0.0,0.0,59.05,0.0,0.0,4.76,0.0,100.0,211901020001,21,HERKIMER,2017,,,,,,
TOWNSEND HARRIS HIGH SCHOOL,0.0,59.21,6.2,54.45,69.99,,0.0,12.58,0.0,30.01,0.0,0.0,45.55,0.0,0.0,0.0,20.93,99.64,342500011525,34,QUEENS,2017,,,,,,
TRANSIT TECH CAREER AND TECH EDU,0.0,7.89,62.29,69.03,13.83,,77.94,26.06,1.94,86.17,0.0,0.0,30.97,50.06,0.0,22.06,0.0,73.94,331900011615,33,KINGS,2017,,,,,,
TRI-VALLEY SECONDARY SCHOOL,0.0,0.0,0.0,41.21,48.99,,85.01,0.0,0.0,51.01,0.0,0.0,58.79,0.0,0.0,14.99,88.18,84.73,591201040003,59,SULLIVAN,2017,,,,,,
TROY HIGH SCHOOL,0.0,0.0,31.27,63.38,51.25,,86.71,13.38,2.84,48.75,0.0,3.18,36.62,49.33,0.0,13.29,49.33,86.2,491700010019,49,RENSSELAER,2017,,,,,,
TUCKAHOE HIGH SCHOOL,0.0,1.9,19.01,29.66,45.63,,43.73,3.8,0.0,54.37,0.0,0.0,70.34,0.0,0.0,4.56,62.74,95.44,660302030002,66,WESTCHESTER,2017,,,,,,
TULLY JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,29.47,48.28,,91.85,0.0,0.0,51.72,0.0,0.0,70.53,0.0,0.0,8.15,49.84,96.24,421902040001,42,ONONDAGA,2017,,,,,,
TUPPER LAKE MIDDLE-HIGH SCHOOL,0.0,0.0,0.0,33.2,47.72,,85.89,0.0,0.0,52.28,0.0,0.0,66.8,0.0,0.0,14.11,0.0,85.48,160101060001,16,FRANKLIN,2017,,,,,,
UFT CHARTER SCHOOL,0.0,0.0,75.79,82.11,47.02,,78.6,0.0,0.0,52.98,0.0,0.0,17.89,0.0,0.0,8.77,0.0,86.67,331900860891,33,KINGS,2017,,,,,,
UNADILLA VALLEY SECONDARY SCHOOL,0.0,0.0,0.0,64.29,46.64,,88.24,0.0,0.0,53.36,0.0,0.0,35.71,0.0,0.0,11.76,0.0,87.82,81003040003,8,CHENANGO,2017,,,,,,
UNATEGO JUNIOR-SENIOR HIGH SCHOOL,0.0,0.0,0.0,47.25,43.59,,64.1,0.0,0.0,56.41,0.0,0.0,52.75,0.0,0.0,12.09,69.96,89.38,471601040005,47,OTSEGO,2017,,,,,,
UNION SPRINGS HIGH SCHOOL,0.0,0.0,0.0,28.83,51.46,,68.61,0.0,0.0,48.54,0.0,0.0,71.17,0.0,0.0,5.47,44.53,92.34,51901040005,5,CAYUGA,2017,,,,,,
UNION SQUARE ACAD FOR HEALTH SCIENCE,0.0,17.45,23.64,77.09,71.27,,89.09,51.27,0.0,28.73,0.0,0.0,22.91,0.0,0.0,10.91,0.0,86.91,310200011533,31,NEW YORK,2017,,,,,,
UNION-ENDICOTT HIGH SCHOOL,0.0,1.49,6.58,39.42,47.41,,86.57,7.55,0.0,52.59,0.0,4.83,60.58,0.0,0.0,13.43,78.31,91.13,31501060012,3,BROOME,2017,,,,,,
UNIONDALE HIGH SCHOOL,0.0,0.32,50.0,69.81,49.72,,92.24,48.15,9.56,50.28,0.0,0.0,30.19,90.44,0.0,7.76,0.0,83.19,280202030010,28,NASSAU,2017,,,,,,
UNITY CENTER FOR URBAN TECHNOLOGIES,0.0,0.0,24.53,86.42,40.38,,77.36,63.4,6.42,59.62,0.0,0.0,13.58,64.53,0.0,22.64,0.0,80.0,310200011500,31,NEW YORK,2017,,,,,,
UNIVERSITY HEIGHTS SECONDARY SCHOOL,0.0,0.0,28.93,87.84,57.65,,91.4,66.04,0.0,42.35,0.0,0.0,12.16,0.0,0.0,8.6,0.0,98.32,320700011495,32,BRONX,2017,,,,,,
UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,0.0,37.87,0.0,89.37,37.54,,77.08,36.88,21.26,62.46,0.0,0.0,10.63,78.74,0.0,22.92,0.0,87.04,310100011448,31,NEW YORK,2017,,,,,,
UNIVERSITY PREP CHAR SCH-YOUNG MEN,0.0,1.9,76.81,51.71,0.0,,65.4,7.98,0.0,0.0,0.0,0.0,3.8,0.0,0.0,9.13,5.32,94.68,261600860985,26,MONROE,2017,,,,,,
UNIVERSITY PREP CHARTER HIGH SCHOOL,0.0,0.0,18.13,89.12,56.8,,85.5,67.37,0.0,43.2,0.0,0.0,10.88,0.0,0.0,14.5,0.0,95.77,320700860920,32,BRONX,2017,,,,,,
URBAN ACAD LABORATORY HIGH SCHOOL,0.0,0.0,33.58,48.91,62.77,,52.55,11.68,0.0,37.23,0.0,0.0,51.09,0.0,0.0,7.3,21.9,58.39,310200011565,31,NEW YORK,2017,,,,,,
URBAN ACADEMY-GOVERNMENT & LAW,0.0,0.0,36.33,80.58,60.79,,80.94,51.44,0.0,39.21,0.0,0.0,19.42,0.0,0.0,19.06,0.0,85.25,310200011305,31,NEW YORK,2017,,,,,,
URBAN ACTION ACADEMY,0.0,0.0,80.94,76.56,29.69,,78.12,10.94,4.69,70.31,0.0,0.0,23.44,72.5,0.0,21.88,0.0,63.12,331800011642,33,KINGS,2017,,,,,,
URBAN ASSEMBLY BRONX OF LETTERS,0.0,0.0,0.0,81.1,58.76,,77.66,68.38,7.22,41.24,0.0,0.0,18.9,66.32,0.0,22.34,0.0,79.04,320700011551,32,BRONX,2017,,,,,,
URBAN ASSEMBLY FOR GREEN CAREERS,0.0,0.0,14.88,88.69,38.99,,67.26,70.54,12.8,61.01,0.0,0.0,11.31,87.2,0.0,32.74,0.0,77.38,310300011402,31,NEW YORK,2017,,,,,,
URBAN ASSEMBLY FOR THE PERFORM ARTS,0.0,0.0,53.63,79.58,75.78,,83.74,0.0,5.54,24.22,0.0,0.0,20.42,74.05,0.0,16.26,0.0,78.55,310500011369,31,NEW YORK,2017,,,,,,
URBAN ASSEMBLY GATEWAY SCHOOL-TECH,0.0,8.13,30.99,63.74,20.66,,80.88,53.19,0.0,79.34,0.0,0.0,36.26,0.0,0.0,19.12,0.0,88.79,310200011507,31,NEW YORK,2017,,,,,,
URBAN ASSEMBLY INST OF MATH AND SCIE,0.0,0.0,77.94,71.32,0.0,,86.03,9.56,0.0,0.0,0.0,0.0,28.68,0.0,0.0,13.97,0.0,83.09,331300011527,33,KINGS,2017,,,,,,
URBAN ASSEMBLY NY HARBOR SCHOOL,0.0,1.38,22.38,58.56,40.61,,80.66,56.08,0.0,59.39,0.0,0.0,41.44,0.0,0.0,19.34,3.59,84.25,310200011551,31,NEW YORK,2017,,,,,,
URBAN ASSEMBLY SCH-CRIMINAL JUSTICE,0.0,49.33,16.78,71.48,0.0,,88.59,21.14,0.0,0.0,0.0,0.0,7.05,0.0,0.0,11.41,6.04,93.62,332000011609,33,KINGS,2017,,,,,,
URBAN ASSEMBLY SCHOOL OF MUSIC & ART,0.0,0.0,74.91,77.45,60.36,,77.45,0.0,0.0,39.64,0.0,0.0,22.55,0.0,0.0,22.55,0.0,74.55,331300011350,33,KINGS,2017,,,,,,
URBAN ASSEMBLY-EMERGENCY MANAGEMENT,0.0,0.0,25.27,61.54,59.34,,84.62,64.84,0.0,40.66,0.0,0.0,38.46,0.0,0.0,15.38,0.0,70.88,310200011135,31,NEW YORK,2017,,,,,,
URBAN ASSEMBLY-GLOBAL COMMERCE,0.0,0.0,50.0,85.94,39.06,,68.75,0.0,0.0,60.94,0.0,0.0,14.06,0.0,0.0,31.25,0.0,71.09,310500011157,31,NEW YORK,2017,,,,,,
URBAN ASSEMBLY-WILDLIFE CONSERVATION,0.0,0.0,6.1,57.85,48.26,,79.94,68.9,4.65,51.74,0.0,0.0,42.15,50.0,0.0,20.06,1.45,75.29,321200010372,32,BRONX,2017,,,,,,
URBAN ASSMBLY SCH-DESIGN & CONST,0.0,6.3,26.03,71.23,26.3,,79.18,62.19,4.66,73.7,0.0,0.0,28.77,73.7,0.0,20.82,2.74,67.67,310200011300,31,NEW YORK,2017,,,,,,
URBAN ASSMBLY SCH-LAW & JSTCE,0.0,0.0,72.96,75.52,55.01,,85.55,20.28,0.0,44.99,0.0,0.0,24.48,0.0,0.0,14.45,0.0,92.54,331300011483,33,KINGS,2017,,,,,,
URBAN ASSMBLY SCH-MEDIA STUDIES,0.0,0.0,8.51,74.73,53.72,,75.53,54.52,7.45,46.28,0.0,0.0,25.27,92.55,0.0,24.47,1.33,77.13,310300011307,31,NEW YORK,2017,,,,,,
URBAN ASSMBLY SCHOOL-APPL MATH,0.0,0.0,0.0,85.88,50.43,,80.4,59.65,0.0,49.57,0.0,0.0,14.12,0.0,0.0,19.6,0.0,88.76,320900011241,32,BRONX,2017,,,,,,
URBAN DOVE TEAM CHARTER SCHOOL,0.0,0.0,78.15,78.43,42.86,,63.03,0.0,2.8,57.14,0.0,0.0,21.57,50.98,0.0,36.97,0.0,29.69,331300861006,33,KINGS,2017,,,,,,
URBAN SCH-BUSINESS-YNG WOMEN,0.0,0.0,53.76,76.32,0.0,,82.33,26.69,0.0,0.0,0.0,0.0,23.68,0.0,0.0,17.67,0.0,80.45,310200011316,31,NEW YORK,2017,,,,,,
UTICA ACADEMY OF SCIENCE CHARTER SCH,0.0,25.0,0.0,75.0,50.0,,0.0,0.0,0.0,50.0,0.0,0.0,25.0,0.0,0.0,0.0,54.17,95.83,412300861058,41,ONEIDA,2017,,,,,,
VALHALLA HIGH SCHOOL,0.0,10.79,1.83,14.87,49.49,,89.41,18.74,0.0,50.51,0.0,0.0,85.13,0.0,0.0,10.59,58.45,98.57,660805030004,66,WESTCHESTER,2017,,,,,,
VALIDUS PREP ACADEMY,0.0,0.0,0.0,79.03,53.71,,76.98,68.8,6.14,46.29,0.0,0.0,20.97,69.05,0.0,23.02,0.0,67.26,320900011263,32,BRONX,2017,,,,,,
VALLEY CENTRAL HIGH SCHOOL,0.0,0.0,11.71,36.19,49.63,,86.96,17.9,0.0,50.37,0.0,0.0,63.81,0.0,0.0,13.04,66.8,92.22,441301060004,44,ORANGE,2017,,,,,,
VALLEY STREAM CENTRAL HIGH SCHOOL,0.0,19.42,39.78,40.94,47.83,,88.84,29.06,0.0,52.17,0.0,0.0,59.06,0.0,0.0,11.16,11.01,97.1,280251070004,28,NASSAU,2017,,,,,,
VALLEY STREAM NORTH HIGH SCHOOL,0.0,14.58,21.99,23.26,48.5,,87.5,20.37,2.55,51.5,0.0,0.0,76.74,73.73,0.0,12.5,43.06,97.34,280251070002,28,NASSAU,2017,,,,,,
VALLEY STREAM SOUTH HIGH SCHOOL,0.0,8.43,25.9,30.36,50.24,,88.55,28.92,0.0,49.76,0.0,0.0,69.64,0.0,0.0,11.45,25.18,95.54,280251070003,28,NASSAU,2017,,,,,,
VANGUARD COLLEGIATE HIGH SCHOOL,0.0,4.54,57.89,84.94,57.35,,81.13,25.95,13.25,42.65,0.0,0.0,15.06,86.75,0.0,18.87,8.71,49.73,261600010097,26,MONROE,2017,,,,,,
VANGUARD HIGH SCHOOL,0.0,8.13,25.36,68.18,52.63,,78.95,58.13,3.11,47.37,0.0,0.0,31.82,46.65,0.0,21.05,0.0,77.03,310200011449,31,NEW YORK,2017,,,,,,
VERITAS ACADEMY,0.0,20.59,14.71,72.79,48.53,,82.35,49.26,7.35,51.47,0.0,0.0,27.21,92.65,0.0,17.65,0.0,79.04,342500011240,34,QUEENS,2017,,,,,,
VERNON-VERONA-SHERRILL SR HIGH SCH,0.0,0.0,0.0,29.2,50.98,,90.17,0.0,0.0,49.02,0.0,0.0,70.8,0.0,0.0,9.83,96.67,93.04,412000050004,41,ONEIDA,2017,,,,,,
VESTAL SENIOR HIGH SCHOOL,0.0,6.61,3.93,17.72,51.53,,87.84,0.0,0.0,48.47,0.0,0.0,82.28,0.0,0.0,12.16,85.54,95.69,31601060051,3,BROOME,2017,,,,,,
VICTOR SENIOR HIGH SCHOOL,0.0,2.45,0.92,16.54,51.53,,96.25,3.22,0.0,48.47,0.0,0.0,83.46,0.0,0.0,3.75,90.74,95.41,431701060004,43,ONTARIO,2017,,,,,,
VICTORY COLLEGIATE HIGH SCHOOL,0.0,0.0,87.82,69.37,45.76,,79.7,0.0,0.0,54.24,0.0,0.0,30.63,0.0,0.0,20.3,0.0,81.18,331800011576,33,KINGS,2017,,,,,,
VILLAGE SCHOOL,0.0,0.0,0.0,0.0,18.75,,18.75,0.0,0.0,21.88,0.0,0.0,0.0,0.0,0.0,21.88,0.0,81.25,280407030016,28,NASSAU,2017,,,,,,
VOYAGES PREP-SOUTH QUEENS,0.0,5.57,68.45,76.08,49.48,,90.1,17.73,0.0,50.52,0.0,0.0,23.92,0.0,0.0,9.9,0.0,38.97,342700011261,34,QUEENS,2017,,,,,,
VOYAGES PREPARATORY,0.0,7.07,16.34,72.93,37.56,,91.95,70.98,0.0,62.44,0.0,0.0,27.07,0.0,0.0,8.05,4.39,23.17,342400011744,34,QUEENS,2017,,,,,,
W E B DUBOIS ACADEMIC HIGH SCHOOL,0.0,0.0,82.52,72.33,47.57,,37.38,0.0,0.0,52.43,0.0,0.0,27.67,0.0,0.0,9.22,0.0,19.42,331700011489,33,KINGS,2017,,,,,,
W H MAXWELL CAREER AND TECH HS,0.0,0.0,67.67,85.13,72.63,,68.75,0.0,2.59,27.37,0.0,0.0,14.87,56.03,0.0,31.25,0.0,66.81,331900011660,33,KINGS,2017,,,,,,
W TRESPER CLARKE HIGH SCHOOL,0.0,19.02,2.66,23.27,49.73,,73.4,15.16,0.0,50.27,0.0,0.0,76.73,0.0,0.0,3.06,59.04,98.67,280203030010,28,NASSAU,2017,,,,,,
WADLEIGH PERF AND VISUAL ARTS,0.0,0.0,27.79,62.18,70.49,,79.94,36.96,0.0,29.51,0.0,0.0,37.82,0.0,0.0,20.06,0.0,75.64,310300011415,31,NEW YORK,2017,,,,,,
WALLKILL SENIOR HIGH SCHOOL,0.0,0.0,5.38,31.41,47.65,,86.26,19.4,0.0,52.35,0.0,0.0,68.59,0.0,0.0,13.74,72.53,90.59,621801060005,62,ULSTER,2017,,,,,,
WALT WHITMAN HIGH SCHOOL,0.0,6.7,9.81,49.81,51.69,,85.47,32.17,5.09,48.31,0.0,0.32,50.19,94.91,0.0,14.53,49.49,94.37,580413030011,58,SUFFOLK,2017,,,,,,
WALTER G O'CONNELL COPIAGUE HIGH SCH,0.0,0.0,26.61,69.31,50.92,,86.49,52.0,11.2,49.08,0.0,0.0,30.69,88.8,0.0,13.51,17.58,93.01,580105030005,58,SUFFOLK,2017,,,,,,
WALTER PANAS HIGH SCHOOL,0.0,1.16,8.98,13.09,51.21,,85.53,17.53,0.0,48.79,0.0,0.0,86.91,0.0,0.0,14.47,67.9,95.78,662401060010,66,WESTCHESTER,2017,,,,,,
WALTON HIGH SCHOOL,0.0,0.0,0.0,50.92,49.82,,83.76,0.0,0.0,50.18,0.0,0.0,49.08,0.0,0.0,16.24,0.0,88.93,121901040002,12,DELAWARE,2017,,,,,,
WANTAGH SENIOR HIGH SCHOOL,0.0,0.82,0.0,6.71,48.59,,90.21,3.9,0.0,51.41,0.0,0.0,93.29,0.0,0.0,9.79,93.29,98.91,280223030005,28,NASSAU,2017,,,,,,
WARD MELVILLE SENIOR HIGH SCHOOL,0.0,9.67,0.0,8.22,49.79,,89.5,3.65,0.0,50.21,0.0,0.0,91.78,0.0,0.0,10.5,85.27,98.26,580201060005,58,SUFFOLK,2017,,,,,,
WARRENSBURG JUNIOR-SENIOR HIGH SCHOO,0.0,0.0,0.0,41.87,58.13,,42.86,0.0,0.0,41.87,0.0,0.0,58.13,0.0,0.0,7.88,0.0,88.18,631201040001,63,WARREN,2017,,,,,,
WARSAW MIDDLE/SENIOR HIGH SCHOOL,0.0,0.0,0.0,39.78,49.64,,88.69,0.0,0.0,50.36,0.0,0.0,60.22,0.0,0.0,11.31,27.74,93.43,671501040002,67,WYOMING,2017,,,,,,
WARWICK VALLEY HIGH SCHOOL,0.0,0.0,3.22,17.55,48.32,,89.58,11.24,0.0,51.68,0.0,0.0,82.45,0.0,0.0,10.42,81.77,96.37,442101060002,44,ORANGE,2017,,,,,,
WASHINGTON HGTS EXPEDITIONARY LEARN,0.0,0.0,0.0,68.56,43.63,,78.47,73.94,7.93,56.37,0.0,0.0,31.44,71.39,0.0,21.53,0.0,79.32,310600011348,31,NEW YORK,2017,,,,,,
WASHINGTONVILLE SENIOR HIGH SCHOOL,0.0,0.0,8.56,25.67,50.07,,88.85,19.0,0.0,49.93,0.0,0.0,74.33,0.0,0.0,11.15,68.65,96.56,440102060003,44,ORANGE,2017,,,,,,
WATERFORD-HALFMOON JUNIOR-SENIOR,0.0,0.0,0.0,37.55,48.28,,43.3,0.0,0.0,51.72,0.0,0.0,62.45,0.0,0.0,5.36,70.11,87.74,522101030004,52,SARATOGA,2017,,,,,,
WATERLOO HIGH SCHOOL,0.0,0.0,3.23,36.39,47.79,,83.84,1.19,0.0,52.21,0.0,0.0,63.61,0.0,0.0,16.16,90.31,83.84,561006060001,56,SENECA,2017,,,,,,
WATERTOWN SENIOR HIGH SCHOOL,0.0,0.0,10.54,62.04,46.49,,78.12,7.82,0.0,53.51,0.0,3.87,37.96,0.0,0.0,21.88,75.04,74.78,222000010016,22,JEFFERSON,2017,,,,,,
WATERVILLE JR/SR HIGH SCHOOL,0.0,0.0,0.0,35.85,46.79,,83.4,0.0,0.0,53.21,0.0,0.0,64.15,0.0,0.0,16.6,0.0,94.72,411902040003,41,ONEIDA,2017,,,,,,
WATERVLIET JUNIOR-SENIOR HIGH SCHOOL,0.0,6.33,17.19,65.38,45.93,,83.71,7.69,0.0,54.07,0.0,3.85,34.62,0.0,0.0,16.29,63.57,79.64,11200010010,1,ALBANY,2017,,,,,,
WATKINS GLEN CENTRAL HIGH SCHOOL,0.0,0.0,0.0,39.94,49.7,,89.02,0.0,0.0,50.3,0.0,0.0,60.06,0.0,0.0,10.98,46.95,90.24,550301060004,55,SCHUYLER,2017,,,,,,
WAVERLY HIGH SCHOOL,0.0,0.0,0.0,48.08,44.87,,89.32,0.0,0.0,55.13,0.0,0.0,51.92,0.0,0.0,10.68,95.09,80.77,600101060006,60,TIOGA,2017,,,,,,
WAYLAND-COHOCTON HIGH SCHOOL,0.0,0.0,0.0,49.74,54.45,,89.79,0.0,0.0,45.55,0.0,0.0,50.26,0.0,0.0,10.21,25.13,93.98,573002040001,57,STEUBEN,2017,,,,,,
WAYNE SENIOR HIGH SCHOOL,0.0,0.0,0.0,28.28,47.77,,85.93,0.0,0.0,52.23,0.0,0.0,71.72,0.0,0.0,14.07,95.13,92.42,650801060003,65,WAYNE,2017,,,,,,
WEBSTER-SCHROEDER HIGH SCHOOL,0.0,4.62,5.11,19.11,49.43,,91.62,5.04,1.35,50.57,0.0,1.63,80.89,72.23,0.0,8.38,83.24,94.46,261901060009,26,MONROE,2017,,,,,,
WEBUTUCK HIGH SCHOOL,0.0,0.0,2.33,54.88,43.26,,26.05,12.56,3.72,56.74,0.0,0.0,45.12,26.98,0.0,4.65,73.49,89.77,131101040004,13,DUTCHESS,2017,,,,,,
